,age,date,district,city,perpetrator_en_new,excuses_cat
805,17.0,29/01/2015,Halfeti, Şanlıurfa,father,Unknown
806,20.0,29/01/2015,Ümraniye, Istanbul,partner,Other
807,21.0,26/01/2015,Karabağlar, İzmir,partner,Other
808,,25/01/2015,Çerkezköy, Tekirdağ,partner,Unknown
809,,25/01/2015,Altındağ, Ankara,partner,Other
810,,25/01/2015,Altındağ, Ankara,partner,Other
811,21.0,22/01/2015,İzmit, Kocaeli,known man,Other
812,29.0,20/01/2015,Odunpazarı, Eskişehir,partner,Separation & Jealousy
813,31.0,18/01/2015,Merkez, Bolu,boyfriend,Separation & Jealousy
814,35.0,17/01/2015,Silifke, Mersin,partner,Unknown
815,39.0,16/01/2015,Avcılar, Istanbul,partner,Separation & Jealousy
816,29.0,16/01/2015,Anamur, Mersin,boyfriend,Unknown
817,71.0,14/01/2015,Altındağ, Ankara,relative,Sexual expectation
818,28.0,14/01/2015,Eyüp, Istanbul,partner,Separation & Jealousy
819,21.0,13/01/2015,Merkez, Aksaray,boyfriend,Masculinity&Honor
820,,13/01/2015,İskenderun, Hatay,partner,Unknown
821,25.0,12/1/2015,Serik, Antalya,partner,Unknown
822,51.0,12/1/2015,Toroslar, Mersin,relative,Other
823,17.0,10/1/2015,İzmit, Kocaeli,boyfriend,Masculinity&Honor
824,42.0,10/1/2015,İzmit, Kocaeli,relative,Other
825,59.0,10/1/2015,Edremit, Balıkesir,boyfriend,Other
826,20.0,9/1/2015,Maltepe, Istanbul,partner,Other
827,54.0,3/1/2015,Söke, Aydın,attacker,Other
828,39.0,2/1/2015,Babaeski, Kırklareli,ex-partner,Other
829,45.0,31/12/2014,Etimesgut, Ankara,son,Other
830,25.0,31/12/2014,Sancaktepe, Istanbul,partner,Separation & Jealousy
831,,29/12/2014,Esenyurt, Istanbul,ex-partner,Other
832,32.0,29/12/2014,Merkez, Van,ex-partner,Unknown
833,63.0,25/12/2014,Gümüşova, Düzce,partner,Other
834,3.0,24/12/2014,Seyhan, Adana,father,Unknown
835,30.0,24/12/2014,Seyhan, Adana,partner,Unknown
836,0.0,24/12/2014,Seyhan, Adana,father,Unknown
837,23.0,23/12/2014,Gaziosmanpaşa, Istanbul,known man,Unknown
838,38.0,23/12/2014,Didim, Aydın,partner,Woman Decision and Preferences
839,63.0,20/12/2014,Kadıköy, Istanbul,son,Unknown
840,35.0,19/12/2014,Osmangazi, Bursa,partner,Separation & Jealousy
841,,19/12/2014,Altındağ, Ankara,relative,Other
842,25.0,17/12/2014,Aksu, Antalya,ex-partner,Separation & Jealousy
843,33.0,16/12/2014,Konak, İzmir,partner,Separation & Jealousy
844,28.0,14/12/2014,Mamak, Ankara,partner,Separation & Jealousy
845,40.0,14/12/2014,Ilgın, Konya,known man,Woman Decision and Preferences
846,10.0,14/12/2014,Ilgın, Konya,known man,Woman Decision and Preferences
847,36.0,12/12/2014,Altınyayla, Burdur,partner,Other
848,22.0,12/12/2014,Merkez, Karaman,partner,Masculinity&Honor
849,46.0,11/12/2014,Nazilli, Aydın,partner,Unknown
850,38.0,11/12/2014,Merkez, Kütahya,boyfriend,Other
851,20.0,10/12/2014,Erciş, Van,known man,Unknown
852,42.0,10/12/2014,Toroslar, Mersin,ex-partner,Separation & Jealousy
853,59.0,8/12/2014,Beypazarı, Ankara,son,Unknown
854,33.0,8/12/2014,Ardeşen, Rize,known man,Unknown
855,33.0,7/12/2014,Torbalı, İzmir,brother,Masculinity&Honor
856,27.0,2/12/2014,Kartepe, Kocaeli,partner,Masculinity&Honor
857,35.0,1/12/2014,Bağlar, Diyarbakır,partner,Other
858,41.0,1/12/2014,Karabağlar, İzmir,ex-partner,Other
859,,1/12/2014,Merkez, Van,partner,Masculinity&Honor
860,49.0,26/11/2014,Demre, Antalya,known man,Other
861,29.0,24/11/2014,İpsala, Edirne,boyfriend,Woman Decision and Preferences
862,17.0,20/11/2014,Melikgazi, Kayseri,boyfriend,Separation & Jealousy
863,33.0,19/11/2014,Sungurlu, Çorum,partner,Other
864,17.0,18/11/2014,Merkez, Kastamonu,father,Other
865,33.0,17/11/2014,İzmit, Kocaeli,partner,Other
866,20.0,17/11/2014,İzmit, Kocaeli,partner,Other
867,17.0,14/11/2014,Konak, İzmir,brother,Woman Decision and Preferences
868,21.0,13/11/2014,Antakya, Hatay,partner,Separation & Jealousy
869,28.0,13/11/2014,Merkez, Kütahya,ex-partner,Separation & Jealousy
870,26.0,12/11/2014,Merkez, Uşak,boyfriend,Separation & Jealousy
871,21.0,12/11/2014,Merkez, Trabzon,boyfriend,Separation & Jealousy
872,27.0,11/11/2014,Merkez, Bolu,known man,Unknown
873,37.0,6/11/2014,Kocasinan, Kayseri,partner,Separation & Jealousy
874,31.0,6/11/2014,Selçuklu, Konya,partner,Unknown
875,15.0,4/11/2014,Merkez, Ağrı,relative,Other
876,42.0,3/11/2014,Mezitli, Mersin,ex-partner,Masculinity&Honor
877,57.0,2/11/2014,Osmangazi, Bursa,partner,Household service expectations
878,29.0,1/11/2014,Merkez, Karaman,partner,Other
879,23.0,28/10/2014,Keçiören, Ankara,ex-partner,Separation & Jealousy
880,52.0,28/10/2014,Görele, Giresun,partner,Unknown
881,42.0,25/10/2014,Dörtyol, Hatay,known man,Other
882,39.0,25/10/2014,Merkez, Iğdır,partner,Separation & Jealousy
883,28.0,23/10/2014,Ümraniye, Istanbul,partner,Separation & Jealousy
884,31.0,19/10/2014,Gemlik, Bursa,relative,Other
885,40.0,18/10/2014,Odunpazarı, Eskişehir,partner,Separation & Jealousy
886,50.0,16/10/2014,Cumayeri, Düzce,partner,Other
887,18.0,13/10/2014,Silopi, Adana,brother,Masculinity&Honor
888,27.0,11/10/2014,Dörtyol, Hatay,partner,Male service expectations
889,32.0,11/10/2014,Nazilli, Aydın,boyfriend,Separation & Jealousy
890,30.0,11/10/2014,Sancaktepe, Istanbul,son,Unknown
891,31.0,9/10/2014,Akdeniz, Mersin,boyfriend,Separation & Jealousy
892,42.0,9/10/2014,Gölcük, Kocaeli,partner,Separation & Jealousy
893,31.0,8/10/2014,Merkez, Şanlıurfa,relative,Other
894,39.0,7/10/2014,Çaycuma, Zonguldak,ex-partner,Masculinity&Honor
895,35.0,7/10/2014,Gölbaşı, Ankara,partner,Separation & Jealousy
896,20.0,6/10/2014,Derince, Kocaeli,partner,Other
897,40.0,1/10/2014,İslahiye, Gaziantep,partner,Separation & Jealousy
898,33.0,1/10/2014,İpsala, Edirne,ex-partner,Separation & Jealousy
899,28.0,29/09/2014,Çankaya, Ankara,partner,Separation & Jealousy
900,16.0,27/09/2014,Bağlar, Diyarbakır,partner,Unknown
901,31.0,26/09/2014,Şahinbey, Gaziantep,boyfriend,Other
902,44.0,24/09/2014,Sancaktepe, Istanbul,partner,Separation & Jealousy
903,35.0,23/09/2014,Fatsa, Ordu,partner,Other
904,33.0,19/09/2014,Yenimahalle, Ankara,known man,Separation & Jealousy
905,,19/09/2014,Büyükçekmece, Istanbul,partner,Unknown
906,18.0,18/09/2014,Merkez, Şanlıurfa,father,Masculinity&Honor
907,39.0,17/09/2014,Fatih, Istanbul,attacker,Sexual expectation
908,38.0,15/09/2014,Tepebaşı, Eskişehir,partner,Other
909,34.0,13/09/2014,Ümraniye, Istanbul,boyfriend,Other
910,19.0,11/9/2014,Seyhan, Adana,partner,Separation & Jealousy
911,55.0,9/9/2014,Kırkağaç, Manisa,relative,Other
912,45.0,9/9/2014,Çekmeköy, Istanbul,known man,Woman Decision and Preferences
913,,8/9/2014,Bulanık, Muş,partner,Other
914,20.0,8/9/2014,Mezitli, Mersin,boyfriend,Other
915,44.0,7/9/2014,Yüreğir, Adana,partner,Separation & Jealousy
916,42.0,3/9/2014,Karabağlar, İzmir,ex-partner,Separation & Jealousy
917,26.0,3/9/2014,Şahinbey, Gaziantep,brother,Masculinity&Honor
918,20.0,2/9/2014,Şiran, Gümüşhane,relative,Separation & Jealousy
919,27.0,1/9/2014,Merkez, Denizli,known man,Unknown
920,39.0,30/08/2014,Buca, İzmir,known man,Woman Decision and Preferences
921,17.0,30/08/2014,Elbistan, Kahramanmaraş,boyfriend,Unknown
922,14.0,26/08/2014,Muratpaşa, Antalya,relative,Other
923,45.0,25/08/2014,Şahinbey, Gaziantep,partner,Other
924,29.0,24/08/2014,Battalgazi, Malatya,partner,Other
925,37.0,24/08/2014,Merkez, Tunceli,partner,Other
926,43.0,20/08/2014,Osmangazi, Bursa,relative,Woman Decision and Preferences
927,40.0,17/08/2014,Çankaya, Ankara,ex-partner,Unknown
928,55.0,15/08/2014,Pursaklar, Ankara,partner,Sexual expectation
929,23.0,15/08/2014,Küçükçekmece, Istanbul,known man,Masculinity&Honor
930,19.0,15/08/2014,Küçükçekmece, Istanbul,boyfriend,Masculinity&Honor
931,69.0,14/08/2014,Keşap, Giresun,brother,Other
932,74.0,14/08/2014,Keşap, Giresun,brother,Other
933,36.0,13/08/2014,Merkez, Uşak,boyfriend,Other
934,56.0,12/8/2014,Arsin, Trabzon,partner,Children
935,26.0,10/8/2014,Ümraniye, Istanbul,known man,Unknown
936,30.0,8/8/2014,Kozluk, Batman,known man,Separation & Jealousy
937,18.0,8/8/2014,Merkez, Şanlıurfa,brother,Masculinity&Honor
938,50.0,8/8/2014,Kozluk, Batman,known man,Separation & Jealousy
939,15.0,8/8/2014,Kozluk, Batman,known man,Separation & Jealousy
940,18.0,8/8/2014,Kozluk, Batman,known man,Separation & Jealousy
941,47.0,2/8/2014,Avcılar, Istanbul,partner,Children
942,27.0,1/8/2014,Karabağlar, İzmir,boyfriend,Other
943,26.0,28/07/2014,Bağcılar, Istanbul,partner,Separation & Jealousy
944,37.0,26/07/2014,Buldan, Denizli,partner,Separation & Jealousy
945,49.0,25/07/2014,Çukurova, Adana,partner,Other
946,37.0,24/07/2014,Silivri, Istanbul,partner,Unknown
947,34.0,23/07/2014,Gölcük, Kocaeli,boyfriend,Unknown
948,24.0,22/07/2014,İmamoğlu, Adana,partner,Separation & Jealousy
949,50.0,22/07/2014,Alanya, Antalya,known man,Unknown
950,40.0,19/07/2014,Başakşehir, Istanbul,partner,Other
951,63.0,15/07/2014,Merkez, Kırıkkale,partner,Masculinity&Honor
952,24.0,14/07/2014,Sultangazi, Istanbul,partner,Other
953,38.0,13/07/2014,Muratpaşa, Antalya,ex-partner,Masculinity&Honor
954,20.0,10/7/2014,Avcılar, Istanbul,boyfriend,Other
955,19.0,9/7/2014,Arifiye, Sakarya,boyfriend,Masculinity&Honor
956,21.0,8/7/2014,Merkez, Çanakkale,partner,Separation & Jealousy
957,25.0,8/7/2014,Menderes, İzmir,partner,Unknown
958,56.0,6/7/2014,Kestel, Bursa,son,Other
959,29.0,6/7/2014,Çankaya, Ankara,father,Masculinity&Honor
960,20.0,4/7/2014,Merkez, Şanlıurfa,brother,Masculinity&Honor
961,36.0,3/7/2014,Sancaktepe, Istanbul,partner,Separation & Jealousy
962,27.0,3/7/2014,Bornova, İzmir,partner,Other
963,34.0,3/7/2014,Seyhan, Adana,partner,Unknown
964,74.0,2/7/2014,Yakutiye, Erzurum,partner,Masculinity&Honor
965,18.0,2/7/2014,Bağcılar, Istanbul,partner,Unknown
966,33.0,1/7/2014,Bafra, Samsun,partner,Masculinity&Honor
967,,1/7/2014,Çankaya, Ankara,known man,Other
968,31.0,1/7/2014,Bozüyük, Bilecik,ex-partner,Other
969,50.0,1/7/2014,Marmaris, Muğla,boyfriend,Unknown
970,,1/7/2014,Çankaya, Ankara,ex-partner,Separation & Jealousy
971,74.0,26/06/2014,Merkez, Sivas,partner,Other
972,54.0,24/06/2014,Odunpazarı, Eskişehir,partner,Other
973,38.0,19/06/2014,Çorlu, Tekirdağ,partner,Unknown
974,,19/06/2014,Karaçoban, Erzurum,partner,Separation & Jealousy
975,40.0,18/06/2014,Çeşme, İzmir,partner,Other
976,48.0,16/06/2014,Esenler, Istanbul,partner,Unknown
977,14.0,16/06/2014,Esenler, Istanbul,father,Unknown
978,29.0,16/06/2014,Sarıyer, Istanbul,boyfriend,Other
979,37.0,13/06/2014,Sancaktepe, Istanbul,partner,Unknown
980,30.0,9/6/2014,Uludere, Şırnak,partner,Other
981,24.0,8/6/2014,Doğubayazıt, Ağrı,known man,Sexual expectation
982,24.0,7/6/2014,Beyoğlu, Istanbul,brother,Woman Decision and Preferences
983,22.0,6/6/2014,Gölhisar, Burdur,relative,Other
984,84.0,4/6/2014,Odunpazarı, Eskişehir,known man,Other
985,34.0,31/05/2014,Sarıçam, Adana,partner,Separation & Jealousy
986,33.0,30/05/2014,Merkez, Karaman,partner,Other
987,23.0,30/05/2014,Şahinbey, Gaziantep,brother,Other
988,25.0,30/05/2014,Şahinbey, Gaziantep,brother,Other
989,33.0,30/05/2014,Şahinbey, Gaziantep,partner,Separation & Jealousy
990,30.0,28/05/2014,Karaçoban, Erzurum,partner,Woman Decision and Preferences
991,22.0,27/05/2014,Merkez, Manisa,partner,Unknown
992,37.0,24/05/2014,Çekmeköy, Istanbul,partner,Separation & Jealousy
993,17.0,22/05/2014,Esenler, Istanbul,relative,Unknown
994,45.0,22/05/2014,Esenler, Istanbul,partner,Unknown
995,17.0,22/05/2014,Esenler, Istanbul,relative,Unknown
996,24.0,20/05/2014,Sungurlu, Çorum,ex-partner,Separation & Jealousy
997,63.0,17/05/2014,Kadirli, Osmaniye,partner,Unknown
998,23.0,13/05/2014,Küçükçekmece, Istanbul,boyfriend,Other
999,8.0,10/5/2014,Belen, Hatay,father,Other
1000,28.0,10/5/2014,Belen, Hatay,partner,Other
1001,43.0,10/5/2014,Belen, Hatay,boyfriend,Other
1002,21.0,8/5/2014,Meram, Konya,relative,Other
1003,19.0,8/5/2014,Meram, Konya,partner,Other
1004,26.0,6/5/2014,Kavaklıdere, Muğla,boyfriend,Masculinity&Honor
1005,37.0,4/5/2014,Karayazı, Erzurum,father-in-law,Unknown
1006,27.0,4/5/2014,Merkez, Amasya,partner,Children
1007,37.0,3/5/2014,Bağcılar, Istanbul,partner,Other
1008,33.0,2/5/2014,Boğazlıyan, Yozgat,partner,Separation & Jealousy
1009,33.0,29/04/2014,Kadıköy, Istanbul,partner,Separation & Jealousy
1010,28.0,26/04/2014,Şehitkâmil, Gaziantep,partner,Unknown
1011,31.0,26/04/2014,Meram, Konya,ex-partner,Separation & Jealousy
1012,44.0,23/04/2014,Yüreğir, Adana,partner,Other
1013,15.0,23/04/2014,Yüreğir, Adana,father,Other
1014,18.0,22/04/2014,Turhal, Tokat,boyfriend,Unknown
1015,41.0,22/04/2014,Odunpazarı, Eskişehir,ex-partner,Separation & Jealousy
1016,25.0,21/04/2014,Beyoğlu, Istanbul,attacker,Woman Decision and Preferences
1017,41.0,20/04/2014,İskenderun, Hatay,partner,Unknown
1018,42.0,20/04/2014,Kartepe, Kocaeli,ex-partner,Unknown
1019,20.0,17/04/2014,Bayraklı, İzmir,known man,Other
1020,35.0,16/04/2014,Bakırköy, Istanbul,attacker,Other
1021,58.0,16/04/2014,Bakırköy, Istanbul,attacker,Other
1022,25.0,14/04/2014,Altındağ, Ankara,partner,Unknown
1023,42.0,12/4/2014,Merkez, Denizli,partner,Separation & Jealousy
1024,28.0,9/4/2014,Osmangazi, Bursa,boyfriend,Unknown
1025,34.0,8/4/2014,Edremit, Balıkesir,partner,Other
1026,53.0,8/4/2014,Hekimhan, Malatya,partner,Masculinity&Honor
1027,28.0,8/4/2014,Ereğli, Zonguldak,partner,Unknown
1028,49.0,8/4/2014,Ereğli, Zonguldak,partner,Unknown
1029,39.0,7/4/2014,Bodrum, Muğla,partner,Separation & Jealousy
1030,46.0,6/4/2014,Çukurova, Adana,partner,Separation & Jealousy
1031,23.0,5/4/2014,Melikgazi, Kayseri,partner,Woman Decision and Preferences
1032,35.0,5/4/2014,Şahinbey, Gaziantep,partner,Separation & Jealousy
1033,47.0,5/4/2014,Tarsus, Mersin,partner,Children
1034,52.0,4/4/2014,Merkez, Çorum,partner,Other
1035,21.0,1/4/2014,Merkez, Edirne,boyfriend,Unknown
1036,30.0,31/03/2014,Fethiye, Muğla,partner,Woman Decision and Preferences
1037,33.0,31/03/2014,Mustafakemalpaşa, Bursa,partner,Separation & Jealousy
1038,61.0,29/03/2014,Merkez, Batman,partner,Other
1039,48.0,28/03/2014,Şehitkâmil, Gaziantep,partner,Other
1040,30.0,26/03/2014,Merkez, Ordu,partner,Separation & Jealousy
1041,22.0,25/03/2014,Merkez, Kahramanmaraş,boyfriend,Woman Decision and Preferences
1042,40.0,24/03/2014,Ereğli, Konya,relative,Unknown
1043,18.0,19/03/2014,Sinanpaşa, Afyonkarahisar,partner,Separation & Jealousy
1044,15.0,19/03/2014,Sinanpaşa, Afyonkarahisar,relative,Other
1045,33.0,17/03/2014,Karasu, Sakarya,relative,Other
1046,32.0,15/03/2014,Alanya, Antalya,partner,Other
1047,43.0,12/3/2014,Şişli, Istanbul,son,Masculinity&Honor
1048,41.0,11/3/2014,Merkez, Elazığ,relative,Children
1049,0.0,10/3/2014,Fethiye, Muğla,father,Fight
1050,35.0,10/3/2014,Fethiye, Muğla,partner,Fight
1051,21.0,7/3/2014,Fatih, Istanbul,ex-partner,Separation & Jealousy
1052,34.0,6/3/2014,Tarsus, Mersin,relative,Other
1053,42.0,5/3/2014,Şişli, Istanbul,son,Other
1054,21.0,5/3/2014,Zeytinburnu, Istanbul,partner,Other
1055,34.0,5/3/2014,Erzin, Hatay,partner,Other
1056,30.0,4/3/2014,Melikgazi, Kayseri,partner,Unknown
1057,1.0,4/3/2014,Melikgazi, Kayseri,father,Unknown
1058,58.0,4/3/2014,Yıldırım, Bursa,partner,Woman Decision and Preferences
1059,33.0,2/3/2014,Bozkır, Konya,partner,Other
1060,18.0,25/02/2014,Merkez, Yozgat,boyfriend,Unknown
1061,33.0,25/02/2014,Alanya, Antalya,boyfriend,Separation & Jealousy
1062,42.0,25/02/2014,Sarıyer, Istanbul,father-in-law,Woman Decision and Preferences
1063,75.0,23/02/2014,Narlıdere, İzmir,attacker,Other
1064,70.0,22/02/2014,Tarsus, Mersin,partner,Unknown
1065,39.0,22/02/2014,Çaycuma, Zonguldak,partner,Separation & Jealousy
1066,59.0,22/02/2014,Çaycuma, Zonguldak,partner,Separation & Jealousy
1067,28.0,18/02/2014,Şahinbey, Gaziantep,boyfriend,Unknown
1068,24.0,17/02/2014,Tire, İzmir,partner,Separation & Jealousy
1069,26.0,15/02/2014,Tarsus, Mersin,known man,Unknown
1070,40.0,11/2/2014,Avcılar, Istanbul,boyfriend,Other
1071,25.0,6/2/2014,Almus, Tokat,partner,Separation & Jealousy
1072,34.0,4/2/2014,Şehitkâmil, Gaziantep,boyfriend,Other
1073,42.0,4/2/2014,Gercüş, Batman,partner,Unknown
1074,19.0,31/01/2014,Viranşehir, Şanlıurfa,relative,Masculinity&Honor
1075,43.0,29/01/2014,Muratpaşa, Antalya,partner,Unknown
1076,74.0,28/01/2014,Balçova, İzmir,relative,Unknown
1077,34.0,27/01/2014,Karatay, Konya,known man,Separation & Jealousy
1078,33.0,24/01/2014,Kayapınar, Diyarbakır,partner,Male service expectations
1079,54.0,24/01/2014,İskenderun, Hatay,partner,Children
1080,48.0,22/01/2014,Merkez, Aydın,partner,Separation & Jealousy
1081,17.0,22/01/2014,Başakşehir, Istanbul,brother,Masculinity&Honor
1082,47.0,18/01/2014,Akhisar, Manisa,partner,Separation & Jealousy
1083,37.0,16/01/2014,Mucur, Kırşehir,ex-partner,Other
1084,42.0,15/01/2014,Bağcılar, Istanbul,partner,Separation & Jealousy
1085,36.0,15/01/2014,Merkez, Kars,partner,Separation & Jealousy
1086,42.0,13/01/2014,Merkez, Balıkesir,partner,Other
1087,33.0,13/01/2014,Tarsus, Mersin,partner,Separation & Jealousy
1088,28.0,13/01/2014,Didim, Aydın,ex-partner,Masculinity&Honor
1089,24.0,11/1/2014,Ergani, Diyarbakır,brother,Masculinity&Honor
1090,32.0,11/1/2014,Merkez, Şanlıurfa,partner,Other
1091,45.0,8/1/2014,Merkez, Şanlıurfa,partner,Unknown
1092,28.0,2/1/2014,Şişli, Istanbul,known man,Separation & Jealousy
1093,30.0,2/1/2014,Ceyhan, Adana,ex-partner,Separation & Jealousy
1094,51.0,2/1/2014,Karatay, Konya,partner,Separation & Jealousy
1095,76.0,31/12/2013,Uzunköprü, Edirne,son,Unknown
1096,67.0,31/12/2013,Yalvaç, Isparta,partner,Woman Decision and Preferences
1097,29.0,30/12/2013,Daday, Kastamonu,partner,Other
1098,41.0,30/12/2013,Çiçekdağı, Kırşehir,partner,Unknown
1099,39.0,29/12/2013,Adapazarı, Sakarya,partner,Other
1100,21.0,29/12/2013,Çukurova, Adana,partner,Separation & Jealousy
1101,31.0,27/12/2013,Zeytinburnu, Istanbul,known man,Separation & Jealousy
1102,19.0,26/12/2013,Toroslar, Mersin,partner,Separation & Jealousy
1103,37.0,26/12/2013,Muratpaşa, Antalya,boyfriend,Other
1104,27.0,23/12/2013,Merkez, Uşak,ex-partner,Separation & Jealousy
1105,35.0,22/12/2013,Osmangazi, Bursa,boyfriend,Masculinity&Honor
1106,15.0,19/12/2013,Bozkır, Konya,father,Masculinity&Honor
1107,38.0,16/12/2013,Buca, İzmir,ex-partner,Other
1108,28.0,16/12/2013,Çınarcık, Yalova,partner,Separation & Jealousy
1109,42.0,16/12/2013,Merkez, Çorum,partner,Other
1110,51.0,15/12/2013,Serik, Antalya,partner,Other
1111,20.0,15/12/2013,Serik, Antalya,partner,Separation & Jealousy
1112,58.0,11/12/2013,Esenyurt, Istanbul,partner,Male service expectations
1113,23.0,10/12/2013,Merkez, Çorum,ex-partner,Separation & Jealousy
1114,33.0,7/12/2013,Yakutiye, Erzurum,known man,Sexual expectation
1115,39.0,6/12/2013,Bağcılar, Istanbul,partner,Separation & Jealousy
1116,26.0,1/12/2013,Ümraniye, Istanbul,relative,Unknown
1117,35.0,30/11/2013,Seyhan, Adana,partner,Separation & Jealousy
1118,36.0,29/11/2013,Şahinbey, Gaziantep,partner,Separation & Jealousy
1119,35.0,29/11/2013,Edremit, Balıkesir,partner,Unknown
1120,80.0,27/11/2013,Çavdarhisar, Kütahya,partner,Other
1121,46.0,25/11/2013,Gönen, Balıkesir,partner,Unknown
1122,17.0,25/11/2013,Yenişehir, Diyarbakır,partner,Other
1123,25.0,24/11/2013,Çukurova, Adana,partner,Other
1124,19.0,20/11/2013,Şile, Istanbul,father-in-law,Masculinity&Honor
1125,33.0,18/11/2013,Derince, Kocaeli,partner,Separation & Jealousy
1126,37.0,17/11/2013,Hekimhan, Malatya,known man,Woman Decision and Preferences
1127,52.0,17/11/2013,Hekimhan, Malatya,known man,Woman Decision and Preferences
1128,,15/11/2013,Küçükçekmece, Istanbul,partner,Separation & Jealousy
1129,28.0,14/11/2013,Sivrice, Elazığ,ex-partner,Separation & Jealousy
1130,45.0,12/11/2013,Merkez, Kırıkkale,partner,Woman Decision and Preferences
1131,20.0,6/11/2013,Tuzla, Istanbul,father,Other
1132,25.0,6/11/2013,Bismil, Diyarbakır,relative,Household service expectations
1133,54.0,6/11/2013,Tuzla, Istanbul,partner,Other
1134,18.0,6/11/2013,Tuzla, Istanbul,father,Other
1135,39.0,5/11/2013,Develi, Kayseri,ex-partner,Unknown
1136,46.0,4/11/2013,Haymana, Ankara,partner,Separation & Jealousy
1137,39.0,31/10/2013,Altındağ, Ankara,boyfriend,Other
1138,37.0,28/10/2013,Çine, Aydın,partner,Other
1139,23.0,27/10/2013,Kemalpaşa, İzmir,ex-partner,Separation & Jealousy
1140,32.0,27/10/2013,Şahinbey, Gaziantep,partner,Other
1141,31.0,26/10/2013,Osmangazi, Bursa,partner,Separation & Jealousy
1142,23.0,26/10/2013,Silifke, Mersin,boyfriend,Separation & Jealousy
1143,40.0,24/10/2013,Mamak, Ankara,partner,Separation & Jealousy
1144,21.0,23/10/2013,Cizre, Şırnak,partner,Separation & Jealousy
1145,39.0,23/10/2013,Merkez, Uşak,partner,Separation & Jealousy
1146,20.0,21/10/2013,Merkez, Iğdır,father,Masculinity&Honor
1147,4.0,21/10/2013,Merkez, Iğdır,relative,Masculinity&Honor
1148,50.0,21/10/2013,Merkez, Iğdır,relative,Masculinity&Honor
1149,22.0,18/10/2013,Selçuklu, Konya,boyfriend,Other
1150,45.0,16/10/2013,Fatsa, Ordu,partner,Separation & Jealousy
1151,33.0,15/10/2013,Merkez, Batman,ex-partner,Separation & Jealousy
1152,46.0,14/10/2013,Kocasinan, Kayseri,boyfriend,Woman Decision and Preferences
1153,19.0,13/10/2013,Merkez, Denizli,partner,Woman Decision and Preferences
1154,26.0,13/10/2013,Bağlar, Diyarbakır,brother,Masculinity&Honor
1155,60.0,13/10/2013,Bağlar, Diyarbakır,son,Masculinity&Honor
1156,27.0,12/10/2013,Ereğli, Zonguldak,relative,Other
1157,59.0,7/10/2013,Merkez, Batman,known man,Unknown
1158,18.0,4/10/2013,Şehitkâmil, Gaziantep,father,Masculinity&Honor
1159,36.0,3/10/2013,Merkez, Sivas,partner,Separation & Jealousy
1160,44.0,30/09/2013,Esenyurt, Istanbul,partner,Separation & Jealousy
1161,23.0,28/09/2013,Merkez, Elazığ,partner,Other
1162,42.0,28/09/2013,Merkez, Elazığ,partner,Other
1163,,28/09/2013,Silvan, Diyarbakır,partner,Unknown
1164,32.0,27/09/2013,Bafra, Samsun,relative,Other
1165,20.0,25/09/2013,Kadirli, Osmaniye,father,Masculinity&Honor
1166,39.0,25/09/2013,Kemer, Antalya,relative,Unknown
1167,35.0,23/09/2013,Karabağlar, İzmir,partner,Other
1168,27.0,20/09/2013,Merkez, Mardin,attacker,Other
1169,38.0,20/09/2013,Merkez, Mardin,attacker,Other
1170,11.0,20/09/2013,Merkez, Mardin,attacker,Other
1171,46.0,19/09/2013,İslahiye, Gaziantep,father,Unknown
1172,36.0,19/09/2013,Bağlar, Diyarbakır,partner,Separation & Jealousy
1173,26.0,16/09/2013,Etimesgut, Ankara,known man,Other
1174,26.0,15/09/2013,Ula, Muğla,partner,Separation & Jealousy
1175,16.0,14/09/2013,Merkez, Zonguldak,father,Fight
1176,22.0,13/09/2013,Merkez, Nevşehir,attacker,Sexual expectation
1177,20.0,10/9/2013,Ağlasun, Burdur,ex-partner,Other
1178,61.0,10/9/2013,Kozan, Adana,relative,Other
1179,40.0,10/9/2013,Ağlasun, Burdur,relative,Other
1180,16.0,9/9/2013,Mudanya, Bursa,boyfriend,Separation & Jealousy
1181,56.0,9/9/2013,Ortaca, Muğla,boyfriend,Separation & Jealousy
1182,69.0,8/9/2013,Merkez, Aksaray,son,Other
1183,21.0,7/9/2013,Ereğli, Zonguldak,ex-partner,Masculinity&Honor
1184,50.0,2/9/2013,Karşıyaka, İzmir,known man,Male service expectations
1185,3.0,1/9/2013,Halfeti, Şanlıurfa,father,Unknown
1186,64.0,1/9/2013,Küçükçekmece, Istanbul,ex-partner,Other
1187,25.0,1/9/2013,Şişli, Istanbul,boyfriend,Separation & Jealousy
1188,25.0,1/9/2013,Halfeti, Şanlıurfa,partner,Unknown
1189,63.0,29/08/2013,Erdemli, Mersin,partner,Unknown
1190,36.0,28/08/2013,Kayapınar, Diyarbakır,partner,Separation & Jealousy
1191,19.0,27/08/2013,Ortaköy, Aksaray,partner,Other
1192,36.0,26/08/2013,Yapraklı, Çankırı,partner,Other
1193,30.0,26/08/2013,Döşemealtı, Antalya,boyfriend,Other
1194,31.0,25/08/2013,Çayırova, Kocaeli,boyfriend,Masculinity&Honor
1195,67.0,24/08/2013,Samsat, Adıyaman,partner,Other
1196,30.0,21/08/2013,Bağlar, Diyarbakır,known man,Separation & Jealousy
1197,37.0,21/08/2013,Fatih, Istanbul,brother,Masculinity&Honor
