,age,date,prov_name,perpetrator_en_new,excuses_cat
1083,37,1/16/2014, kirsehir,ex-partner,Other
1084,42,1/15/2014, istanbul,partner,Separation & Jealousy
1085,36,1/15/2014, kars,partner,Separation & Jealousy
1086,42,1/13/2014, balikesir,partner,Other
1087,33,1/13/2014, mersin,partner,Separation & Jealousy
1088,28,1/13/2014, aydin,ex-partner,Masculinity&Honor
1089,24,1/11/2014, diyarbakir,brother,Masculinity&Honor
1090,32,1/11/2014, sanliurfa,partner,Other
1091,45,1/8/2014, sanliurfa,partner,Unknown
1092,28,1/2/2014, istanbul,known man,Separation & Jealousy
1093,30,1/2/2014, adana,ex-partner,Separation & Jealousy
1094,51,1/2/2014, konya,partner,Separation & Jealousy
1095,76,12/31/2013, edirne,son,Unknown
1096,67,12/31/2013, isparta,partner,Woman Decision and Preferences
1097,29,12/30/2013, kastamonu,partner,Other
1098,41,12/30/2013, kirsehir,partner,Unknown
1099,39,12/29/2013, sakarya,partner,Other
1100,21,12/29/2013, adana,partner,Separation & Jealousy
1101,31,12/27/2013, istanbul,known man,Separation & Jealousy
1102,19,12/26/2013, mersin,partner,Separation & Jealousy
1103,37,12/26/2013, antalya,boyfriend,Other
1104,27,12/23/2013, usak,ex-partner,Separation & Jealousy
1105,35,12/22/2013, bursa,boyfriend,Masculinity&Honor
1106,15,12/19/2013, konya,father,Masculinity&Honor
1107,38,12/16/2013, i̇zmir,ex-partner,Other
1108,28,12/16/2013, yalova,partner,Separation & Jealousy
1109,42,12/16/2013, corum,partner,Other
1110,51,12/15/2013, antalya,partner,Other
1111,20,12/15/2013, antalya,partner,Separation & Jealousy
1112,58,12/11/2013, istanbul,partner,Male service expectations
1113,23,12/10/2013, corum,ex-partner,Separation & Jealousy
1114,33,12/7/2013, erzurum,known man,Sexual expectation
1115,39,12/6/2013, istanbul,partner,Separation & Jealousy
1116,26,12/1/2013, istanbul,relative,Unknown
1117,35,11/30/2013, adana,partner,Separation & Jealousy
1118,36,11/29/2013, gaziantep,partner,Separation & Jealousy
1119,35,11/29/2013, balikesir,partner,Unknown
1120,80,11/27/2013, kutahya,partner,Other
1121,46,11/25/2013, balikesir,partner,Unknown
1122,17,11/25/2013, diyarbakir,partner,Other
1123,25,11/24/2013, adana,partner,Other
1124,19,11/20/2013, istanbul,father-in-law,Masculinity&Honor
1125,33,11/18/2013, kocaeli,partner,Separation & Jealousy
1126,37,11/17/2013, malatya,known man,Woman Decision and Preferences
1127,52,11/17/2013, malatya,known man,Woman Decision and Preferences
1128,,11/15/2013, istanbul,partner,Separation & Jealousy
1129,28,11/14/2013, elazig,ex-partner,Separation & Jealousy
1130,45,11/12/2013, kirikkale,partner,Woman Decision and Preferences
1131,20,11/6/2013, istanbul,father,Other
1132,25,11/6/2013, diyarbakir,relative,Household service expectations
1133,54,11/6/2013, istanbul,partner,Other
1134,18,11/6/2013, istanbul,father,Other
1135,39,11/5/2013, kayseri,ex-partner,Unknown
1136,46,11/4/2013, ankara,partner,Separation & Jealousy
1137,39,10/31/2013, ankara,boyfriend,Other
1138,37,10/28/2013, aydin,partner,Other
1139,23,10/27/2013, i̇zmir,ex-partner,Separation & Jealousy
1140,32,10/27/2013, gaziantep,partner,Other
1141,31,10/26/2013, bursa,partner,Separation & Jealousy
1142,23,10/26/2013, mersin,boyfriend,Separation & Jealousy
1143,40,10/24/2013, ankara,partner,Separation & Jealousy
1144,21,10/23/2013, sirnak,partner,Separation & Jealousy
1145,39,10/23/2013, usak,partner,Separation & Jealousy
1146,20,10/21/2013, igdir,father,Masculinity&Honor
1147,4,10/21/2013, igdir,relative,Masculinity&Honor
1148,50,10/21/2013, igdir,relative,Masculinity&Honor
1149,22,10/18/2013, konya,boyfriend,Other
1150,45,10/16/2013, ordu,partner,Separation & Jealousy
1151,33,10/15/2013, batman,ex-partner,Separation & Jealousy
1152,46,10/14/2013, kayseri,boyfriend,Woman Decision and Preferences
1153,19,10/13/2013, denizli,partner,Woman Decision and Preferences
1154,26,10/13/2013, diyarbakir,brother,Masculinity&Honor
1155,60,10/13/2013, diyarbakir,son,Masculinity&Honor
1156,27,10/12/2013, zonguldak,relative,Other
1157,59,10/7/2013, batman,known man,Unknown
1158,18,10/4/2013, gaziantep,father,Masculinity&Honor
1159,36,10/3/2013, sivas,partner,Separation & Jealousy
1160,44,9/30/2013, istanbul,partner,Separation & Jealousy
1161,23,9/28/2013, elazig,partner,Other
1162,42,9/28/2013, elazig,partner,Other
1163,,9/28/2013, diyarbakir,partner,Unknown
1164,32,9/27/2013, samsun,relative,Other
1165,20,9/25/2013, osmaniye,father,Masculinity&Honor
1166,39,9/25/2013, antalya,relative,Unknown
1167,35,9/23/2013, i̇zmir,partner,Other
1168,27,9/20/2013, mardin,attacker,Other
1169,38,9/20/2013, mardin,attacker,Other
1170,11,9/20/2013, mardin,attacker,Other
1171,46,9/19/2013, gaziantep,father,Unknown
1172,36,9/19/2013, diyarbakir,partner,Separation & Jealousy
1173,26,9/16/2013, ankara,known man,Other
1174,26,9/15/2013, mugla,partner,Separation & Jealousy
1175,16,9/14/2013, zonguldak,father,Fight
1176,22,9/13/2013, nevsehir,attacker,Sexual expectation
1177,20,9/10/2013, burdur,ex-partner,Other
1178,61,9/10/2013, adana,relative,Other
1179,40,9/10/2013, burdur,relative,Other
1180,16,9/9/2013, bursa,boyfriend,Separation & Jealousy
1181,56,9/9/2013, mugla,boyfriend,Separation & Jealousy
1182,69,9/8/2013, aksaray,son,Other
1183,21,9/7/2013, zonguldak,ex-partner,Masculinity&Honor
1184,50,9/2/2013, i̇zmir,known man,Male service expectations
1185,3,9/1/2013, sanliurfa,father,Unknown
1186,64,9/1/2013, istanbul,ex-partner,Other
1187,25,9/1/2013, istanbul,boyfriend,Separation & Jealousy
1188,25,9/1/2013, sanliurfa,partner,Unknown
1189,63,8/29/2013, mersin,partner,Unknown
1190,36,8/28/2013, diyarbakir,partner,Separation & Jealousy
1191,19,8/27/2013, aksaray,partner,Other
1192,36,8/26/2013, cankiri,partner,Other
1193,30,8/26/2013, antalya,boyfriend,Other
1194,31,8/25/2013, kocaeli,boyfriend,Masculinity&Honor
1195,67,8/24/2013, adiyaman,partner,Other
1196,30,8/21/2013, diyarbakir,known man,Separation & Jealousy
1197,37,8/21/2013, istanbul,brother,Masculinity&Honor
1198,37,8/21/2013, diyarbakir,known man,Woman Decision and Preferences
1199,8,8/17/2013, afyonkarahisar,attacker,Unknown
1200,37,8/16/2013, i̇zmir,boyfriend,Masculinity&Honor
1201,74,8/15/2013, istanbul,attacker,Other
1202,17,8/14/2013, istanbul,partner,Separation & Jealousy
1203,33,8/14/2013, erzincan,partner,Woman Decision and Preferences
1204,41,8/14/2013, istanbul,partner,Other
1205,22,8/14/2013, i̇zmir,partner,Separation & Jealousy
1206,44,8/13/2013, ordu,partner,Unknown
1207,73,8/12/2013, istanbul,partner,Other
1208,47,8/11/2013, samsun,partner,Other
1209,36,8/10/2013, istanbul,partner,Other
1210,22,8/8/2013, agri,partner,Separation & Jealousy
1211,26,8/7/2013, antalya,ex-partner,Unknown
1212,56,8/5/2013, igdir,partner,Unknown
1213,41,8/2/2013, erzincan,known man,Unknown
1214,44,8/1/2013, i̇zmir,boyfriend,Masculinity&Honor
1215,44,7/29/2013, i̇zmir,attacker,Sexual expectation
1216,27,7/21/2013, adana,partner,Separation & Jealousy
1217,25,7/17/2013, usak,ex-partner,Separation & Jealousy
1218,47,7/17/2013, kocaeli,partner,Other
1219,27,7/16/2013, aydin,ex-partner,Other
1220,23,7/15/2013, batman,partner,Other
1221,32,7/11/2013, mugla,ex-partner,Separation & Jealousy
1222,24,7/11/2013, aydin,known man,Unknown
1223,39,7/9/2013, afyonkarahisar,partner,Unknown
1224,35,7/2/2013, antalya,partner,Masculinity&Honor
1225,31,6/28/2013, istanbul,partner,Separation & Jealousy
1226,18,6/26/2013, agri,partner,Masculinity&Honor
1227,54,6/25/2013, kocaeli,partner,Unknown
1228,15,6/25/2013, konya,father,Other
1229,36,6/25/2013, konya,partner,Other
1230,49,6/24/2013, konya,partner,Separation & Jealousy
1231,53,6/18/2013, istanbul,partner,Separation & Jealousy
1232,32,6/16/2013, gaziantep,partner,Other
1233,39,6/11/2013, aydin,ex-partner,Separation & Jealousy
1234,21,6/6/2013, diyarbakir,partner,Separation & Jealousy
1235,39,6/5/2013, igdir,partner,Masculinity&Honor
1236,37,6/4/2013, usak,partner,Other
1237,14,6/3/2013, erzurum,brother,Masculinity&Honor
1238,25,6/2/2013, duzce,partner,Separation & Jealousy
1239,68,5/31/2013, tekirdag,attacker,Other
1240,22,5/30/2013, denizli,brother,Masculinity&Honor
1241,39,5/28/2013, aydin,partner,Other
1242,35,5/26/2013, sakarya,known man,Other
1243,18,5/26/2013, sakarya,known man,Separation & Jealousy
1244,41,5/23/2013, i̇zmir,partner,Other
1245,38,5/22/2013, ankara,partner,Woman Decision and Preferences
1246,37,5/20/2013, i̇zmir,ex-partner,Separation & Jealousy
1247,24,5/15/2013, istanbul,ex-partner,Separation & Jealousy
1248,24,5/10/2013, corum,ex-partner,Separation & Jealousy
1249,19,5/8/2013, gaziantep,boyfriend,Masculinity&Honor
1250,16,5/3/2013, mersin,relative,Masculinity&Honor
1251,19,4/30/2013, batman,partner,Other
1252,39,4/30/2013, istanbul,known man,Unknown
1253,,4/29/2013, duzce,partner,Other
1254,35,4/27/2013, nevsehir,ex-partner,Separation & Jealousy
1255,47,4/27/2013, bursa,ex-partner,Other
1256,19,4/19/2013, i̇zmir,partner,Masculinity&Honor
1257,26,4/17/2013, mersin,partner,Other
1258,32,4/13/2013, manisa,partner,Separation & Jealousy
1259,68,4/11/2013, ankara,partner,Separation & Jealousy
1260,29,4/10/2013, osmaniye,partner,Other
1261,33,4/9/2013, mardin,brother,Woman Decision and Preferences
1262,48,4/9/2013, konya,partner,Other
1263,36,4/8/2013, i̇zmir,ex-partner,Masculinity&Honor
1264,33,4/8/2013, antalya,relative,Other
1265,37,4/8/2013, antalya,ex-partner,Separation & Jealousy
1266,49,4/2/2013, denizli,partner,Other
1267,38,3/28/2013, edirne,partner,Separation & Jealousy
1268,34,3/26/2013, ankara,partner,Separation & Jealousy
1269,,3/18/2013, ankara,partner,Separation & Jealousy
1270,30,3/17/2013, istanbul,ex-partner,Separation & Jealousy
1271,48,3/17/2013, istanbul,relative,Other
1272,39,3/15/2013, antalya,boyfriend,Other
1273,39,3/10/2013, mugla,partner,Separation & Jealousy
1274,38,3/8/2013, manisa,partner,Masculinity&Honor
1275,41,3/5/2013, kocaeli,brother,Masculinity&Honor
1276,64,3/4/2013, i̇zmir,partner,Other
1277,31,3/1/2013, hatay,ex-partner,Unknown
1278,0,3/1/2013, hatay,relative,Unknown
1279,60,3/1/2013, gaziantep,partner,Other
1280,57,2/27/2013, istanbul,relative,Other
1281,25,2/25/2013, i̇zmir,partner,Separation & Jealousy
1282,19,2/5/2013, adiyaman,boyfriend,Woman Decision and Preferences
1283,28,2/4/2013, i̇zmir,partner,Separation & Jealousy
1284,44,2/4/2013, istanbul,boyfriend,Unknown
1285,21,2/3/2013, samsun,partner,Separation & Jealousy
1286,60,1/30/2013, adana,partner,Unknown
1287,31,1/30/2013, adana,father,Unknown
1288,48,1/30/2013, usak,ex-partner,Unknown
1289,32,1/22/2013, denizli,son,Masculinity&Honor
1290,28,1/22/2013, konya,partner,Masculinity&Honor
1291,25,1/22/2013, kocaeli,partner,Separation & Jealousy
1292,36,1/22/2013, kocaeli,partner,Unknown
1293,33,1/21/2013, istanbul,attacker,Sexual expectation
1294,31,1/19/2013, samsun,boyfriend,Unknown
1295,36,1/17/2013, van,partner,Unknown
1296,32,1/17/2013, i̇zmir,boyfriend,Other
1297,25,1/16/2013, kocaeli,partner,Other
1298,34,1/15/2013, ankara,partner,Separation & Jealousy
1299,25,1/15/2013, gaziantep,partner,Separation & Jealousy
1300,54,1/15/2013, gaziantep,partner,Other
1301,56,1/13/2013, konya,son,Other
1302,28,1/7/2013, malatya,partner,Separation & Jealousy
1303,25,1/2/2013, istanbul,ex-partner,Separation & Jealousy
1304,33,12/31/2012, istanbul,partner,Separation & Jealousy
1305,17,12/29/2012, diyarbakir,partner,Unknown
1306,15,12/28/2012, batman,relative,Sexual expectation
1307,33,12/23/2012, ardahan,partner,Unknown
1308,57,12/18/2012, kayseri,partner,Other
1309,19,12/17/2012, istanbul,known man,Unknown
1310,33,12/14/2012, konya,boyfriend,Other
1311,22,12/14/2012, adana,partner,Separation & Jealousy
1312,27,12/8/2012, konya,ex-partner,Separation & Jealousy
1313,50,12/6/2012, bursa,partner,Unknown
1314,51,12/5/2012, istanbul,partner,Separation & Jealousy
1315,37,12/4/2012, mardin,partner,Unknown
1316,29,12/3/2012, i̇zmir,known man,Separation & Jealousy
1317,42,11/29/2012, eskisehir,partner,Separation & Jealousy
1318,50,11/26/2012, diyarbakir,partner,Separation & Jealousy
1319,41,11/25/2012, erzincan,partner,Separation & Jealousy
1320,39,11/17/2012, diyarbakir,partner,Separation & Jealousy
1321,35,11/13/2012, aydin,partner,Separation & Jealousy
1322,17,11/13/2012, sakarya,partner,Separation & Jealousy
1323,34,11/10/2012, mersin,ex-partner,Other
1324,31,11/6/2012, istanbul,boyfriend,Separation & Jealousy
1325,38,11/4/2012, istanbul,partner,Separation & Jealousy
1326,18,11/4/2012, istanbul,father,Unknown
1327,15,11/4/2012, istanbul,father,Unknown
1328,14,11/4/2012, istanbul,father,Unknown
1329,43,11/3/2012, yozgat,father,Unknown
1330,32,10/28/2012, malatya,known man,Other
1331,17,10/27/2012, osmaniye,boyfriend,Masculinity&Honor
1332,29,10/24/2012, antalya,attacker,Unknown
1333,25,10/21/2012, kocaeli,attacker,Unknown
1334,75,10/17/2012, kastamonu,partner,Other
1335,20,10/15/2012, istanbul,attacker,Sexual expectation
1336,31,10/15/2012, giresun,partner,Other
1337,55,10/14/2012, canakkale,partner,Unknown
1338,38,9/29/2012, adana,partner,Separation & Jealousy
1339,38,9/25/2012, adiyaman,partner,Unknown
1340,36,9/21/2012, ankara,partner,Separation & Jealousy
1341,28,9/18/2012, eskisehir,ex-partner,Unknown
1342,34,9/18/2012, kirklareli,partner,Other
1343,41,9/17/2012, aksaray,partner,Separation & Jealousy
1344,37,9/16/2012, tekirdag,partner,Unknown
1345,31,9/15/2012, samsun,relative,Fight
1346,26,9/14/2012, istanbul,partner,Separation & Jealousy
1347,23,9/13/2012, istanbul,ex-partner,Separation & Jealousy
1348,52,9/11/2012, kayseri,partner,Unknown
1349,43,9/11/2012, afyonkarahisar,partner,Other
1350,19,9/4/2012, mardin,relative,Unknown
1351,27,9/2/2012, adana,partner,Other
1352,53,8/29/2012, ankara,ex-partner,Unknown
1353,20,8/28/2012, i̇zmir,relative,Other
1354,19,8/24/2012, samsun,known man,Separation & Jealousy
1355,49,8/24/2012, i̇zmir,boyfriend,Separation & Jealousy
1356,75,8/23/2012, aydin,son,Unknown
1357,24,8/23/2012, sanliurfa,ex-partner,Unknown
1358,41,8/23/2012, adana,boyfriend,Separation & Jealousy
1359,45,8/22/2012, canakkale,relative,Other
1360,32,8/20/2012, i̇zmir,relative,Other
1361,25,8/19/2012, bartin,ex-partner,Other
1362,25,8/18/2012, bursa,ex-partner,Other
1363,35,8/17/2012, i̇zmir,partner,Separation & Jealousy
1364,,8/15/2012, istanbul,partner,Unknown
1365,58,8/11/2012, mersin,partner,Other
1366,50,8/11/2012, i̇zmir,ex-partner,Other
1367,51,8/5/2012, hatay,partner,Other
1368,27,8/5/2012, corum,known man,Separation & Jealousy
1369,28,8/1/2012, yozgat,partner,Woman Decision and Preferences
1370,55,7/31/2012, istanbul,partner,Unknown
1371,37,7/30/2012, i̇zmir,partner,Separation & Jealousy
1372,32,7/29/2012, ankara,ex-partner,Separation & Jealousy
1373,24,7/28/2012, bolu,partner,Other
1374,2,7/27/2012, kocaeli,father,Fight
1375,30,7/27/2012, istanbul,partner,Separation & Jealousy
1376,24,7/25/2012, agri,partner,Unknown
1377,43,7/24/2012, samsun,boyfriend,Other
1378,31,7/23/2012, kahramanmaras,boyfriend,Other
1379,25,7/20/2012, i̇zmir,ex-partner,Separation & Jealousy
1380,33,7/19/2012, istanbul,partner,Unknown
1381,19,7/18/2012, istanbul,partner,Household service expectations
1382,37,7/12/2012, istanbul,partner,Other
1383,46,7/7/2012, cankiri,partner,Separation & Jealousy
1384,25,7/7/2012, ankara,partner,Separation & Jealousy
1385,29,7/4/2012, istanbul,partner,Separation & Jealousy
1386,36,7/2/2012, tekirdag,partner,Separation & Jealousy
1387,24,7/1/2012, istanbul,partner,Separation & Jealousy
1388,31,6/29/2012, ankara,boyfriend,Other
1389,13,6/28/2012, gaziantep,father,Masculinity&Honor
1390,33,6/28/2012, antalya,boyfriend,Separation & Jealousy
1391,30,6/27/2012, diyarbakir,partner,Unknown
1392,25,6/26/2012, bursa,partner,Separation & Jealousy
1393,48,6/26/2012, bursa,partner,Other
1394,83,6/24/2012, corum,partner,Other
1395,32,6/23/2012, mugla,boyfriend,Other
1396,32,6/19/2012, adana,partner,Other
1397,18,6/19/2012, adana,partner,Separation & Jealousy
1398,22,6/14/2012, elazig,brother,Masculinity&Honor
1399,41,6/7/2012, kars,partner,Separation & Jealousy
1400,,6/5/2012, ankara,partner,Other
1401,23,6/3/2012, ankara,father,Other
1402,48,6/3/2012, ankara,ex-partner,Separation & Jealousy
1403,19,5/31/2012, hatay,boyfriend,Unknown
1404,24,5/27/2012, i̇zmir,partner,Woman Decision and Preferences
1405,25,5/24/2012, kayseri,partner,Separation & Jealousy
1406,35,5/23/2012, bursa,partner,Children
1407,25,5/23/2012, balikesir,brother,Other
1408,25,5/23/2012, aksaray,partner,Other
1409,49,5/23/2012, balikesir,son,Other
1410,29,5/21/2012, konya,partner,Separation & Jealousy
1411,67,5/20/2012, i̇zmir,known man,Other
1412,23,5/16/2012, tekirdag,partner,Separation & Jealousy
1413,30,5/14/2012, sinop,partner,Other
1414,36,5/12/2012, istanbul,partner,Other
1415,56,5/10/2012, i̇zmir,partner,Woman Decision and Preferences
1416,26,5/10/2012, aksaray,partner,Separation & Jealousy
1417,40,5/9/2012, i̇zmir,boyfriend,Separation & Jealousy
1418,55,5/3/2012, ankara,partner,Separation & Jealousy
1419,17,5/1/2012, adana,ex-partner,Separation & Jealousy
1420,21,4/29/2012, elazig,boyfriend,Separation & Jealousy
1421,20,4/26/2012, erzurum,partner,Separation & Jealousy
1422,34,4/25/2012, istanbul,partner,Unknown
1423,30,4/25/2012, mersin,ex-partner,Masculinity&Honor
1424,43,4/22/2012, bursa,partner,Separation & Jealousy
1425,35,4/17/2012, tekirdag,boyfriend,Other
1426,44,4/17/2012, samsun,partner,Separation & Jealousy
1427,21,4/14/2012, van,partner,Separation & Jealousy
1428,26,4/12/2012, adana,partner,Separation & Jealousy
1429,23,4/6/2012, aydin,known man,Unknown
1430,50,4/5/2012, konya,partner,Separation & Jealousy
1431,23,3/30/2012, i̇zmir,known man,Unknown
1432,30,3/28/2012, istanbul,partner,Separation & Jealousy
1433,25,3/28/2012, manisa,partner,Separation & Jealousy
1434,18,3/27/2012, i̇zmir,partner,Separation & Jealousy
1435,28,3/26/2012, bursa,partner,Separation & Jealousy
1436,48,3/26/2012, ordu,ex-partner,Separation & Jealousy
1437,27,3/25/2012, istanbul,ex-partner,Masculinity&Honor
1438,74,3/23/2012, sanliurfa,attacker,Other
1439,28,3/11/2012, ankara,boyfriend,Woman Decision and Preferences
1440,40,3/9/2012, istanbul,relative,Unknown
1441,32,2/29/2012, ankara,partner,Separation & Jealousy
1442,33,2/29/2012, i̇zmir,ex-partner,Separation & Jealousy
1443,31,2/28/2012, istanbul,partner,Other
1444,28,2/27/2012, antalya,partner,Masculinity&Honor
1445,26,2/26/2012, istanbul,brother,Masculinity&Honor
1446,22,2/24/2012, ankara,father,Other
1447,19,2/24/2012, istanbul,partner,Woman Decision and Preferences
1448,22,2/24/2012, nigde,partner,Other
1449,16,2/23/2012, osmaniye,attacker,Other
1450,16,2/23/2012, osmaniye,known man,Separation & Jealousy
1451,29,2/22/2012, kastamonu,ex-partner,Other
1452,80,2/21/2012, kayseri,partner,Unknown
1453,25,2/21/2012, istanbul,known man,Separation & Jealousy
1454,26,2/19/2012, kayseri,partner,Masculinity&Honor
1455,24,2/15/2012, mugla,boyfriend,Separation & Jealousy
1456,26,2/14/2012, kocaeli,brother,Unknown
1457,23,2/14/2012, van,partner,Masculinity&Honor
1458,52,2/13/2012, balikesir,partner,Other
1459,38,2/13/2012, istanbul,known man,Other
1460,42,2/13/2012, kahramanmaras,partner,Separation & Jealousy
1461,30,2/11/2012, ankara,known man,Unknown
1462,35,2/11/2012, ankara,partner,Separation & Jealousy
1463,19,2/10/2012, sanliurfa,boyfriend,Masculinity&Honor
1464,46,2/10/2012, manisa,partner,Other
1465,40,2/9/2012, ankara,partner,Unknown
1466,25,2/5/2012, usak,partner,Other
1467,18,2/5/2012, aydin,partner,Separation & Jealousy
1468,2,2/3/2012, diyarbakir,father,Unknown
1469,29,2/3/2012, gaziantep,known man,Other
1470,33,2/3/2012, diyarbakir,partner,Unknown
1471,2,2/3/2012, diyarbakir,father,Unknown
1472,23,1/28/2012, istanbul,partner,Unknown
1473,33,1/21/2012, canakkale,partner,Unknown
1474,17,1/19/2012, gaziantep,partner,Other
1475,43,1/19/2012, gaziantep,partner,Unknown
1476,47,1/17/2012, konya,son,Masculinity&Honor
1477,7,1/15/2012, antalya,father,Unknown
1478,35,1/15/2012, antalya,partner,Unknown
1479,60,1/12/2012, istanbul,son,Other
1480,38,1/7/2012, ankara,boyfriend,Unknown
1481,25,1/5/2012, tekirdag,relative,Other
1482,22,1/4/2012, adana,ex-partner,Separation & Jealousy
1483,27,1/3/2012, kocaeli,partner,Other
1484,48,1/2/2012, sanliurfa,partner,Other
1485,23,1/1/2012, antalya,partner,Separation & Jealousy
1486,21,12/28/2011, adiyaman,brother,Masculinity&Honor
1487,33,12/24/2011, antalya,partner,Separation & Jealousy
1488,12,12/24/2011, kahramanmaras,attacker,Sexual expectation
1489,58,12/23/2011, sakarya,partner,Other
1490,32,12/23/2011, kocaeli,attacker,Other
1491,22,12/20/2011, malatya,ex-partner,Separation & Jealousy
1492,19,12/20/2011, nevsehir,partner,Other
1493,36,12/19/2011, amasya,partner,Unknown
1494,16,12/19/2011, amasya,relative,Unknown
1495,65,12/16/2011, nevsehir,attacker,Other
1496,45,12/15/2011, kocaeli,partner,Other
1497,30,12/14/2011, trabzon,partner,Separation & Jealousy
1498,33,12/14/2011, konya,attacker,Sexual expectation
1499,24,12/14/2011, zonguldak,ex-partner,Separation & Jealousy
1500,45,12/9/2011, tokat,partner,Other
1501,34,12/5/2011, denizli,ex-partner,Other
1502,36,12/3/2011, istanbul,partner,Separation & Jealousy
1503,66,11/26/2011, antalya,partner,Other
1504,21,11/23/2011, bursa,known man,Fight
1505,57,11/20/2011, antalya,partner,Masculinity&Honor
1506,31,11/17/2011, istanbul,partner,Masculinity&Honor
1507,30,11/17/2011, adana,ex-partner,Separation & Jealousy
1508,40,11/15/2011, kahramanmaras,relative,Masculinity&Honor
1509,22,11/15/2011, denizli,father-in-law,Masculinity&Honor
1510,40,11/14/2011, adana,son,Unknown
1511,37,11/13/2011, konya,partner,Separation & Jealousy
1512,42,11/12/2011, tekirdag,partner,Separation & Jealousy
1513,55,11/12/2011, ankara,partner,Separation & Jealousy
1514,16,11/6/2011, i̇zmir,relative,Woman Decision and Preferences
1515,42,11/6/2011, i̇zmir,partner,Woman Decision and Preferences
1516,28,11/2/2011, adana,brother,Masculinity&Honor
1517,19,11/1/2011, gaziantep,father,Woman Decision and Preferences
1518,36,10/31/2011, bursa,attacker,Other
1519,18,10/29/2011, ankara,boyfriend,Separation & Jealousy
1520,30,10/27/2011, bursa,partner,Separation & Jealousy
1521,30,10/26/2011, gaziantep,partner,Separation & Jealousy
1522,24,10/21/2011, aydin,partner,Separation & Jealousy
1523,31,10/19/2011, istanbul,partner,Separation & Jealousy
1524,20,10/14/2011, gaziantep,partner,Masculinity&Honor
1525,28,10/14/2011, i̇zmir,partner,Separation & Jealousy
1526,15,10/13/2011, kahramanmaras,father,Masculinity&Honor
1527,35,10/12/2011, ankara,son,Masculinity&Honor
1528,32,10/12/2011, balikesir,partner,Separation & Jealousy
1529,34,10/10/2011, cankiri,partner,Other
1530,33,10/8/2011, manisa,partner,Separation & Jealousy
1531,30,10/8/2011, osmaniye,partner,Other
1532,24,10/7/2011, gaziantep,brother,Woman Decision and Preferences
1533,25,10/6/2011, i̇zmir,ex-partner,Unknown
1534,20,10/4/2011, tokat,partner,Unknown
1535,52,10/2/2011, kutahya,partner,Separation & Jealousy
1536,47,10/1/2011, mersin,partner,Separation & Jealousy
1537,32,9/27/2011, elazig,brother,Masculinity&Honor
1538,34,9/26/2011, kocaeli,ex-partner,Separation & Jealousy
1539,34,9/25/2011, kirikkale,partner,Unknown
1540,39,9/25/2011, adana,boyfriend,Separation & Jealousy
1541,35,9/24/2011, denizli,boyfriend,Separation & Jealousy
1542,33,9/24/2011, yalova,ex-partner,Masculinity&Honor
1543,80,9/24/2011, mersin,attacker,Other
1544,23,9/22/2011, konya,boyfriend,Separation & Jealousy
1545,22,9/21/2011, bolu,partner,Other
1546,32,9/19/2011, sakarya,ex-partner,Separation & Jealousy
1547,31,9/17/2011, kayseri,boyfriend,Masculinity&Honor
1548,29,9/16/2011, i̇zmir,boyfriend,Other
1549,22,9/15/2011, diyarbakir,brother,Other
1550,48,9/14/2011, kahramanmaras,boyfriend,Other
1551,65,9/9/2011, kars,partner,Other
1552,30,9/9/2011, adana,boyfriend,Separation & Jealousy
1553,32,9/8/2011, mersin,partner,Separation & Jealousy
1554,24,9/8/2011, rize,brother,Masculinity&Honor
1555,49,9/5/2011, ordu,partner,Woman Decision and Preferences
1556,34,9/3/2011, istanbul,partner,Separation & Jealousy
1557,19,9/2/2011, mersin,boyfriend,Separation & Jealousy
1558,51,9/1/2011, ankara,partner,Other
1559,14,9/1/2011, zonguldak,known man,Masculinity&Honor
1560,39,8/30/2011, sakarya,partner,Separation & Jealousy
1561,58,8/25/2011, kastamonu,partner,Other
1562,33,8/25/2011, zonguldak,partner,Separation & Jealousy
1563,21,8/24/2011, corum,partner,Unknown
1564,35,8/24/2011, i̇zmir,partner,Separation & Jealousy
1565,22,8/22/2011, adana,partner,Separation & Jealousy
1566,,8/19/2011, ankara,partner,Other
1567,50,8/19/2011, i̇zmir,known man,Separation & Jealousy
1568,54,8/19/2011, i̇zmir,known man,Separation & Jealousy
1569,63,8/17/2011, istanbul,partner,Other
1570,27,8/9/2011, usak,partner,Separation & Jealousy
1571,24,8/4/2011, giresun,ex-partner,Separation & Jealousy
1572,20,8/4/2011, i̇zmir,partner,Separation & Jealousy
1573,38,8/3/2011, van,partner,Other
1574,24,8/1/2011, istanbul,attacker,Woman Decision and Preferences
1575,30,8/1/2011, adana,partner,Separation & Jealousy
1576,23,7/31/2011, eskisehir,boyfriend,Separation & Jealousy
1577,28,7/30/2011, van,partner,Other
1578,41,7/29/2011, istanbul,ex-partner,Separation & Jealousy
1579,53,7/29/2011, burdur,partner,Woman Decision and Preferences
1580,37,7/28/2011, mersin,boyfriend,Woman Decision and Preferences
1581,34,7/24/2011, ankara,partner,Separation & Jealousy
1582,30,7/22/2011, kars,partner,Unknown
1583,21,7/20/2011, hatay,relative,Masculinity&Honor
1584,26,7/19/2011, i̇zmir,partner,Masculinity&Honor
1585,36,7/17/2011, kocaeli,partner,Unknown
1586,45,7/15/2011, i̇zmir,partner,Woman Decision and Preferences
1587,16,7/14/2011, istanbul,attacker,Unknown
1588,24,7/14/2011, konya,partner,Unknown
