,prov_code,year,all_wm_prov,knows_wm_prov,total_pop,ethnic_turkish,ethnic_kurdish,ln_casualty,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,ceasefire,fm_diff_educ,count,pol_attitude
579,73,2013,1.0,1.0,475255.0,0.0,100.0,8.266935,3.9254932,0.168,1.071004,1,-0.12926722,1.0,0.0
580,73,2014,1.0,1.0,488966.0,0.0,100.0,8.266935,3.9046876,0.17,1.0573332,1,-0.13448337,1.0,0.0
585,74,2011,3.0,3.0,187291.0,100.0,0.0,0.0,4.1590323,1.47,4.084553,0,-0.0996546,3.0,-39.9
586,74,2012,1.0,1.0,188436.0,100.0,0.0,0.0,4.2071657,1.538,4.112802,0,-0.098332524,1.0,-39.9
590,74,2016,1.0,1.0,192389.0,100.0,0.0,0.0,4.3261414,1.454,4.1426487,0,-0.09143011,1.0,-45.9
592,75,2010,1.0,0.0,105454.0,16.666666,83.333336,4.0253515,3.9871113,0.422,2.512944,0,-0.09976504,1.0,-73.8
594,75,2012,1.0,1.0,106643.0,16.666666,83.333336,4.0253515,4.091025,0.454,2.559943,0,-0.11155471,1.0,-73.8
597,75,2015,2.0,2.0,99265.0,16.666666,83.333336,4.0253515,4.2304683,0.598,2.760288,0,-0.11345126,2.0,-68.6
600,76,2010,1.0,1.0,184418.0,35.043762,61.60181,5.521461,3.8966506,1.196,1.1983646,0,-0.061945602,1.0,0.0
601,76,2011,2.0,2.0,188857.0,35.043762,61.60181,5.521461,3.951973,1.212,1.1701976,0,-0.06824656,2.0,0.0
603,76,2013,5.0,5.0,190424.0,35.043762,61.60181,5.521461,4.049507,1.128,1.2708482,1,-0.060740173,5.0,0.0
604,76,2014,1.0,1.0,192056.0,35.043762,61.60181,5.521461,4.034132,1.128,1.2652559,1,-0.05917731,1.0,0.0
605,76,2015,2.0,2.0,192435.0,35.043762,61.60181,5.521461,4.132383,1.096,1.29914,0,-0.056744352,2.0,0.0
606,76,2016,3.0,3.0,192785.0,35.043762,61.60181,5.521461,4.1370173,1.016,1.3071556,0,-0.052039236,3.0,0.0
608,77,2010,1.0,1.0,203741.0,66.666664,16.666666,0.0,4.4765053,1.94,0.7313206,0,-0.07465795,1.0,35.4
609,77,2011,1.0,1.0,206535.0,66.666664,16.666666,0.0,4.6544166,1.838,0.7262691,0,-0.07996845,1.0,35.4
611,77,2013,1.0,1.0,220122.0,66.666664,16.666666,0.0,4.68419,1.876,0.71324086,1,-0.07949245,1.0,96.0
613,77,2015,2.0,2.0,233009.0,66.666664,16.666666,0.0,4.8092713,1.812,0.6952521,0,-0.07924342,2.0,96.0
614,77,2016,3.0,3.0,241665.0,66.666664,16.666666,0.0,4.8374834,1.814,0.6744874,0,-0.07669413,3.0,96.0
615,77,2017,1.0,0.0,251203.0,66.666664,16.666666,0.0,4.893187,1.72,0.6608201,0,-0.07830188,1.0,91.82
622,78,2016,1.0,1.0,242347.0,100.0,0.0,0.0,4.5092387,1.646,3.9282517,0,-0.121281326,1.0,-51.8
624,79,2010,1.0,1.0,123135.0,87.5,12.5,3.2580965,3.898895,0.804,1.6892029,0,-0.08298962,1.0,-99.8
631,79,2017,3.0,3.0,136319.0,87.5,12.5,3.2580965,4.2454967,1.162,1.6285331,0,-0.065346405,3.0,-94.52
632,80,2010,1.0,1.0,479221.0,83.4564,16.543604,3.3322046,4.0015626,0.968,1.0934412,0,-0.08898866,1.0,-48.8
633,80,2011,2.0,2.0,485357.0,83.4564,16.543604,3.3322046,4.098222,1.04,1.09404,0,-0.0950301,2.0,-48.8
634,80,2012,3.0,2.0,492135.0,83.4564,16.543604,3.3322046,4.083189,1.126,1.1196115,0,-0.094242185,3.0,-48.8
635,80,2013,2.0,2.0,498981.0,83.4564,16.543604,3.3322046,4.1345005,1.218,1.1282995,1,-0.09530677,2.0,-47.3
636,80,2014,1.0,1.0,506807.0,83.4564,16.543604,3.3322046,4.175689,1.272,1.1167959,1,-0.09683357,1.0,-47.3
637,80,2015,1.0,1.0,512873.0,83.4564,16.543604,3.3322046,4.201886,1.288,1.103587,0,-0.09128399,1.0,-47.3
638,80,2016,2.0,2.0,522175.0,83.4564,16.543604,3.3322046,4.2499776,1.26,1.0973333,0,-0.08883408,2.0,-47.3
640,81,2010,2.0,1.0,338188.0,87.5,12.5,0.0,4.325378,1.224,1.957491,0,-0.09399238,2.0,-85.0
641,81,2011,1.0,1.0,342146.0,87.5,12.5,0.0,4.4332576,1.304,1.9319237,0,-0.10293631,1.0,-85.0
643,81,2013,2.0,2.0,351509.0,87.5,12.5,0.0,4.5361238,1.454,1.8946884,1,-0.104739726,2.0,-109.0
644,81,2014,2.0,2.0,355549.0,87.5,12.5,0.0,4.5922227,1.572,1.8815972,1,-0.10348846,2.0,-109.0
645,81,2015,2.0,2.0,360388.0,87.5,12.5,0.0,4.6802187,1.73,1.8563327,0,-0.1027517,2.0,-109.0
646,81,2016,3.0,3.0,370371.0,87.5,12.5,0.0,4.6549473,1.85,1.8332969,0,-0.095930785,3.0,-109.0
647,81,2017,2.0,2.0,377610.0,87.5,12.5,0.0,4.6844153,1.822,1.8140409,0,-0.09414899,2.0,-94.28
